date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team,goalie,sv%
2024-12-18,22:00,Home,3,W,3,2,1,Winnipeg Jets,31,23,8,3,4,0,75,50.0,Anaheim Ducks,Lukas Dostal,0.913
2024-12-18,21:30,Home,2,L,1,6,-5,Florida Panthers,27,33,-6,2,2,50,50,46.6,Minnesota Wild,Marc-Andre Fleury,0.818
2024-12-18,22:00,Away,0,L,2,3,-1,Anaheim Ducks,23,31,-8,4,3,25,100,50.0,Winnipeg Jets,Eric Comrie,0.903
2024-12-18,19:30,Home,1,W,3,5,-2,Toronto Maple Leafs,39,19,20,4,1,0,100,46.9,Dallas Stars,Casey DeSmith,1.0
2024-12-18,19:30,Home,1,W,3,5,-2,Toronto Maple Leafs,39,19,20,4,1,0,100,46.9,Dallas Stars,Jake Oettinger,0.667
2024-12-18,22:00,Home,3,L,3,2,1,Vancouver Canucks,31,26,5,3,3,33.3,66.7,42.6,Utah Hockey Club,Karel Vejmelka,0.923
2024-12-19,19:00,Away,1,W,1,3,-2,Tampa Bay Lightning,32,18,14,2,3,0,100,56.0,St. Louis Blues,Jordan Binnington,0.727
2024-12-19,19:00,Away,1,W,1,3,-2,Tampa Bay Lightning,32,18,14,2,3,0,100,56.0,St. Louis Blues,Joel Hofer,1.0
2024-12-19,19:00,Away,1,L,2,4,-2,Columbus Blue Jackets,42,20,22,1,2,0,50,49.2,New Jersey Devils,Jake Allen,0.842
2024-12-19,19:30,Home,0,W,3,7,-4,Los Angeles Kings,26,27,-1,2,1,0,100,53.2,Philadelphia Flyers,Aleksei Kolosov,0.769
2024-12-19,20:00,Away,1,L,5,4,1,Nashville Predators,20,26,-6,3,5,33.3,80,54.0,Pittsburgh Penguins,Tristan Jarry,0.846
2024-12-19,21:00,Away,1,L,2,3,-1,Edmonton Oilers,26,26,0,2,2,0,100,53.6,Boston Bruins,Jeremy Swayman,0.885
2024-12-19,21:00,Away,1,W,3,2,1,Calgary Flames,29,32,-3,3,2,0,50,54.1,Ottawa Senators,Linus Ullmark,0.938
2024-12-19,19:00,Home,1,W,3,1,2,St. Louis Blues,18,32,-14,3,2,0,100,44.0,Tampa Bay Lightning,Andrei Vasilevskiy,0.969
2024-12-19,20:30,Home,1,W,3,1,2,Seattle Kraken,24,27,-3,2,3,0,100,42.6,Chicago Blackhawks,Arvid Soderblom,0.963
2024-12-19,20:00,Home,1,W,4,5,-1,Pittsburgh Penguins,26,20,6,5,3,20,66.7,46.0,Nashville Predators,Juuse Saros,0.75
2024-12-19,22:30,Away,2,L,4,2,2,San Jose Sharks,31,34,-3,4,4,50,100,51.5,Colorado Avalanche,Mackenzie Blackwood,0.941
2024-12-19,21:00,Home,2,L,3,2,1,Boston Bruins,26,26,0,2,2,0,100,46.4,Edmonton Oilers,Stuart Skinner,0.923
2024-12-19,22:00,Away,0,W,1,3,-2,Vegas Golden Knights,20,21,-1,2,1,0,100,48.7,Vancouver Canucks,Kevin Lankinen,0.9
2024-12-19,19:30,Away,1,W,7,3,4,Philadelphia Flyers,27,26,1,1,2,0,100,46.8,Los Angeles Kings,Darcy Kuemper,0.885
2024-12-19,22:30,Home,1,L,2,4,-2,Colorado Avalanche,34,31,3,4,4,0,50,48.5,San Jose Sharks,Alexandar Georgiev,0.871
2024-12-19,19:00,Home,1,W,4,2,2,New Jersey Devils,20,42,-22,2,1,50,100,50.9,Columbus Blue Jackets,Elvis Merzlikins,0.952
2024-12-19,22:00,Home,3,L,3,1,2,Vancouver Canucks,21,20,1,1,2,0,100,51.3,Vegas Golden Knights,Adin Hill,0.95
2024-12-19,20:30,Away,1,L,1,3,-2,Chicago Blackhawks,27,24,3,3,2,0,100,57.4,Seattle Kraken,Joey Daccord,0.875
2024-12-19,21:00,Home,1,L,2,3,-1,Ottawa Senators,32,29,3,2,3,50,100,45.9,Calgary Flames,Dan Vladar,0.897
2024-12-20,19:00,Home,1,W,2,1,1,St. Louis Blues,27,27,0,2,2,50,100,49.1,Florida Panthers,Sergei Bobrovsky,0.963
2024-12-20,19:00,Home,2,W,3,1,2,Carolina Hurricanes,22,25,-3,2,2,0,100,44.6,Washington Capitals,Charlie Lindgren,0.96
2024-12-20,19:00,Home,2,L,3,6,-3,Toronto Maple Leafs,27,29,-2,2,3,0,66.7,42.6,Buffalo Sabres,James Reimer,0.933
2024-12-20,19:00,Home,2,L,3,6,-3,Toronto Maple Leafs,27,29,-2,2,3,0,66.7,42.6,Buffalo Sabres,Ukko-Pekka Luukkonen,0.692
2024-12-20,19:00,Away,2,L,4,3,1,Detroit Red Wings,33,28,5,2,4,50,100,50.0,Montreal Canadiens,Sam Montembeault,0.893
2024-12-20,19:00,Away,1,W,6,3,3,Buffalo Sabres,29,27,2,3,2,33.3,100,57.5,Toronto Maple Leafs,Matt Murray,0.889
2024-12-20,19:00,Away,2,L,1,3,-2,Washington Capitals,25,22,3,2,2,0,100,55.4,Carolina Hurricanes,Pyotr Kochetkov,0.864
2024-12-20,20:00,Away,2,L,3,1,2,Dallas Stars,30,42,-12,3,7,0,100,57.4,New York Rangers,Igor Shesterkin,0.976
2024-12-20,19:00,Away,0,W,1,2,-1,Florida Panthers,27,27,0,2,2,0,50,50.9,St. Louis Blues,Joel Hofer,0.926
2024-12-20,22:00,Away,0,W,4,2,2,Anaheim Ducks,23,32,-9,4,5,25,100,47.2,Colorado Avalanche,Scott Wedgewood,0.938
2024-12-20,22:00,Home,1,L,2,4,-2,Colorado Avalanche,32,23,9,5,4,0,75,52.8,Anaheim Ducks,John Gibson,0.864
2024-12-20,20:00,Home,1,L,1,3,-2,New York Rangers,42,30,12,7,3,0,100,42.6,Dallas Stars,Jake Oettinger,0.931
2024-12-20,20:00,Home,1,W,1,2,-1,Utah Hockey Club,29,18,11,5,3,0,66.7,37.0,Minnesota Wild,Marc-Andre Fleury,0.889
2024-12-20,20:00,Away,1,L,2,1,1,Minnesota Wild,18,29,-11,3,5,33.3,100,63.0,Utah Hockey Club,Karel Vejmelka,0.966
2024-12-20,19:00,Home,1,L,3,4,-1,Montreal Canadiens,28,33,-5,4,2,0,50,50.0,Detroit Red Wings,Cam Talbot,0.879
2024-12-21,19:00,Home,0,W,3,6,-3,New York Islanders,29,34,-5,0,0,--,--,35.3,Toronto Maple Leafs,Joseph Woll,0.848
2024-12-21,22:00,Away,1,L,5,4,1,Vancouver Canucks,22,25,-3,4,2,0,100,59.6,Ottawa Senators,Leevi Meriläinen,0.84
2024-12-21,19:00,Home,0,W,5,1,4,Detroit Red Wings,24,21,3,5,4,20,100,57.1,Montreal Canadiens,Sam Montembeault,0.952
2024-12-21,19:00,Away,0,W,1,3,-2,Boston Bruins,20,19,1,3,3,33.3,66.7,40.0,Buffalo Sabres,James Reimer,0.889
2024-12-21,19:00,Away,3,W,6,3,3,Toronto Maple Leafs,34,29,5,0,0,--,--,64.7,New York Islanders,Ilya Sorokin,0.897
2024-12-21,19:00,Home,1,W,5,4,1,Columbus Blue Jackets,30,25,5,3,1,0,100,47.5,Philadelphia Flyers,Samuel Ersson,0.84
2024-12-21,19:00,Home,1,L,3,0,3,Pittsburgh Penguins,27,12,15,1,2,0,100,51.9,New Jersey Devils,Jacob Markstrom,1.0
2024-12-21,19:00,Away,0,W,1,5,-4,Montreal Canadiens,21,24,-3,4,5,0,80,42.9,Detroit Red Wings,Alex Lyon,0.792
2024-12-21,16:00,Away,1,L,4,6,-2,Calgary Flames,28,30,-2,3,5,33.3,80,54.6,Chicago Blackhawks,Petr Mrazek,0.828
2024-12-21,19:00,Away,1,L,0,3,-3,New Jersey Devils,12,27,-15,2,1,0,100,48.1,Pittsburgh Penguins,Tristan Jarry,0.923
2024-12-21,19:00,Home,1,W,3,1,2,Buffalo Sabres,19,20,-1,3,3,33.3,66.7,60.0,Boston Bruins,Joonas Korpisalo,0.95
2024-12-21,19:00,Home,2,L,5,0,5,Minnesota Wild,24,19,5,5,4,40,100,52.0,Winnipeg Jets,Connor Hellebuyck,1.0
2024-12-21,19:00,Away,1,W,4,5,-1,Philadelphia Flyers,25,30,-5,1,3,0,100,52.5,Columbus Blue Jackets,Elvis Merzlikins,0.833
2024-12-21,16:00,Home,1,L,6,4,2,Chicago Blackhawks,30,28,2,5,3,20,66.7,45.5,Calgary Flames,Dustin Wolf,0.857
2024-12-21,22:00,Away,1,L,2,6,-4,Vegas Golden Knights,23,34,-11,4,1,50,100,53.9,Seattle Kraken,Philipp Grubauer,0.848
2024-12-21,22:00,Home,1,W,6,2,4,Seattle Kraken,34,23,11,1,4,0,50,46.2,Vegas Golden Knights,Ilya Samsonov,0.913
2024-12-21,19:00,Away,0,L,0,5,-5,Winnipeg Jets,19,24,-5,4,5,0,60,48.0,Minnesota Wild,Jesper Wallstedt,0.792
2024-12-21,16:00,Away,1,L,2,3,-1,Edmonton Oilers,22,42,-20,1,2,0,100,41.7,San Jose Sharks,Yaroslav Askarov,0.929
2024-12-21,13:30,Away,1,L,2,3,-1,Nashville Predators,24,26,-2,1,2,0,100,47.8,Los Angeles Kings,Darcy Kuemper,0.885
2024-12-21,22:00,Home,1,W,4,5,-1,Ottawa Senators,25,22,3,2,4,0,100,40.4,Vancouver Canucks,Kevin Lankinen,0.773
2024-12-21,16:00,Home,1,L,3,2,1,San Jose Sharks,42,22,20,2,1,0,100,58.3,Edmonton Oilers,Calvin Pickard,0.909
2024-12-21,13:30,Home,1,W,3,2,1,Los Angeles Kings,26,24,2,2,1,0,100,52.2,Nashville Predators,Justus Annunen,0.917
2024-12-22,17:00,Home,1,W,3,1,2,Los Angeles Kings,21,26,-5,1,1,100,0,67.3,Washington Capitals,Logan Thompson,0.962
2024-12-22,12:30,Home,1,W,1,3,-2,Carolina Hurricanes,23,33,-10,4,5,0,80,48.2,New York Rangers,Igor Shesterkin,0.938
2024-12-22,20:00,Away,0,L,1,3,-2,Edmonton Oilers,21,21,0,1,5,0,80,60.4,Ottawa Senators,Linus Ullmark,0.857
2024-12-22,20:00,Away,0,L,1,3,-2,Edmonton Oilers,21,21,0,1,5,0,80,60.4,Ottawa Senators,Leevi Meriläinen,0.857
2024-12-22,12:30,Away,1,L,3,1,2,New York Rangers,33,23,10,5,4,20,100,51.9,Carolina Hurricanes,Pyotr Kochetkov,0.957
2024-12-22,17:00,Away,1,W,4,2,2,Tampa Bay Lightning,26,21,5,2,3,50,100,47.4,Florida Panthers,Spencer Knight,0.905
2024-12-22,17:00,Home,2,L,2,4,-2,Florida Panthers,21,26,-5,3,2,0,50,52.6,Tampa Bay Lightning,Andrei Vasilevskiy,0.88
2024-12-22,20:00,Home,0,W,3,1,2,Ottawa Senators,21,21,0,5,1,20,100,39.6,Edmonton Oilers,Stuart Skinner,0.952
2024-12-22,17:00,Away,1,W,4,4,0,Utah Hockey Club,30,25,5,6,5,16.7,80,44.6,Anaheim Ducks,Lukas Dostal,0.84
2024-12-22,17:00,Away,0,L,1,3,-2,Washington Capitals,26,21,5,1,1,100,0,32.7,Los Angeles Kings,David Rittich,0.9
2024-12-22,20:00,Away,0,W,2,5,-3,Colorado Avalanche,19,29,-10,1,4,0,75,49.1,Seattle Kraken,Joey Daccord,0.889
2024-12-22,17:00,Home,1,W,4,4,0,Anaheim Ducks,25,30,-5,5,6,20,83.3,55.4,Utah Hockey Club,Jaxson Stauber,0.867
2024-12-22,20:00,Home,1,L,5,2,3,Seattle Kraken,29,19,10,4,1,25,100,50.9,Colorado Avalanche,Mackenzie Blackwood,0.895
2024-12-23,19:00,Away,1,W,3,7,-4,Pittsburgh Penguins,27,22,5,0,3,--,0,40.8,Philadelphia Flyers,Samuel Ersson,0.643
2024-12-23,19:00,Away,1,W,3,7,-4,Pittsburgh Penguins,27,22,5,0,3,--,0,40.8,Philadelphia Flyers,Aleksei Kolosov,0.857
2024-12-23,19:00,Home,1,W,7,3,4,Philadelphia Flyers,22,27,-5,3,0,100,--,59.2,Pittsburgh Penguins,Tristan Jarry,0.889
2024-12-23,19:00,Home,1,W,4,1,3,Washington Capitals,22,11,11,4,3,25,66.7,66.0,Boston Bruins,Jeremy Swayman,0.909
2024-12-23,13:00,Away,0,L,0,5,-5,New Jersey Devils,12,30,-18,4,4,0,25,55.0,New York Rangers,Jonathan Quick,0.833
2024-12-23,19:00,Away,1,L,4,5,-1,Columbus Blue Jackets,31,32,-1,2,3,0,66.7,53.0,Montreal Canadiens,Sam Montembeault,0.844
2024-12-23,19:00,Home,0,W,0,4,-4,Tampa Bay Lightning,36,29,7,4,3,0,66.7,47.5,Florida Panthers,Sergei Bobrovsky,0.893
2024-12-23,20:00,Away,0,L,2,5,-3,Nashville Predators,27,25,2,1,2,0,50,49.1,Carolina Hurricanes,Dustin Tokarski,0.833
2024-12-23,19:00,Away,0,L,1,4,-3,Boston Bruins,11,22,-11,3,4,33.3,75,34.0,Washington Capitals,Charlie Lindgren,0.857
2024-12-23,19:30,Away,1,L,7,1,6,New York Islanders,25,28,-3,3,1,33.3,100,42.2,Buffalo Sabres,Ukko-Pekka Luukkonen,0.964
2024-12-23,19:30,Home,1,L,1,7,-6,Buffalo Sabres,28,25,3,1,3,0,66.7,57.8,New York Islanders,Ilya Sorokin,0.75
2024-12-23,14:00,Home,1,L,2,5,-3,Winnipeg Jets,25,27,-2,3,2,33.3,50,53.1,Toronto Maple Leafs,Joseph Woll,0.846
2024-12-23,19:00,Away,0,L,4,0,4,Florida Panthers,29,36,-7,3,4,33.3,100,52.5,Tampa Bay Lightning,Jonas Johansson,1.0
2024-12-23,13:00,Home,1,L,5,0,5,New York Rangers,30,12,18,4,4,75,100,45.0,New Jersey Devils,Jacob Markstrom,1.0
2024-12-23,20:00,Away,1,W,3,4,-1,Minnesota Wild,31,27,4,0,1,--,100,50.0,Chicago Blackhawks,Arvid Soderblom,0.885
2024-12-23,19:00,Away,2,W,4,0,4,Detroit Red Wings,21,19,2,2,1,0,100,48.0,St. Louis Blues,Jordan Binnington,1.0
2024-12-23,21:00,Home,1,L,4,3,1,San Jose Sharks,24,29,-5,5,3,20,66.7,59.3,Vancouver Canucks,Thatcher Demko,0.897
2024-12-23,21:00,Away,2,W,3,2,1,Utah Hockey Club,29,26,3,3,2,0,100,55.4,Dallas Stars,Casey DeSmith,0.923
2024-12-23,21:00,Away,1,W,3,4,-1,Vancouver Canucks,29,24,5,3,5,33.3,80,40.7,San Jose Sharks,Yaroslav Askarov,0.833
2024-12-23,14:00,Away,1,W,5,2,3,Toronto Maple Leafs,27,25,2,2,3,50,66.7,46.9,Winnipeg Jets,Connor Hellebuyck,0.92
2024-12-23,22:00,Away,0,W,1,3,-2,Vegas Golden Knights,32,33,-1,4,3,0,100,50.0,Anaheim Ducks,John Gibson,1.0
2024-12-23,22:00,Away,0,W,1,3,-2,Vegas Golden Knights,32,33,-1,4,3,0,100,50.0,Anaheim Ducks,Lukas Dostal,0.864
2024-12-23,22:00,Home,1,W,3,1,2,Anaheim Ducks,33,32,1,3,4,0,100,50.0,Vegas Golden Knights,Adin Hill,0.969
2024-12-23,21:00,Home,0,W,2,3,-1,Dallas Stars,26,29,-3,2,3,0,100,44.6,Utah Hockey Club,Karel Vejmelka,0.897
2024-12-23,20:00,Home,1,L,5,2,3,Carolina Hurricanes,25,27,-2,2,1,50,100,50.9,Nashville Predators,Juuse Saros,0.926
2024-12-23,19:00,Home,1,W,5,4,1,Montreal Canadiens,32,31,1,3,2,33.3,100,47.0,Columbus Blue Jackets,Jet Greaves,0.871
2024-12-23,19:00,Home,1,L,0,4,-4,St. Louis Blues,19,21,-2,1,2,0,100,52.0,Detroit Red Wings,Cam Talbot,0.85
2024-12-23,20:00,Home,1,L,4,3,1,Chicago Blackhawks,27,31,-4,1,0,0,--,50.0,Minnesota Wild,Filip Gustavsson,0.903
2024-12-27,19:00,Away,3,L,2,6,-4,Buffalo Sabres,17,35,-18,1,1,0,100,49.0,Chicago Blackhawks,Petr Mrazek,0.636
2024-12-27,19:00,Away,3,L,2,6,-4,Buffalo Sabres,17,35,-18,1,1,0,100,49.0,Chicago Blackhawks,Arvid Soderblom,0.917
2024-12-27,20:00,Away,3,L,4,7,-3,St. Louis Blues,30,30,0,4,4,50,75,47.6,Nashville Predators,Juuse Saros,0.688
2024-12-27,20:00,Away,3,L,4,7,-3,St. Louis Blues,30,30,0,4,4,50,75,47.6,Nashville Predators,Justus Annunen,0.923
2024-12-27,19:00,Home,3,W,4,2,2,Carolina Hurricanes,23,31,-8,0,2,--,100,58.8,New Jersey Devils,Jacob Markstrom,0.935
2024-12-27,19:00,Away,3,L,2,6,-4,Columbus Blue Jackets,26,33,-7,2,3,0,0,55.6,Boston Bruins,Joonas Korpisalo,0.818
2024-12-27,19:00,Home,3,L,6,2,4,Chicago Blackhawks,35,17,18,1,1,0,100,51.0,Buffalo Sabres,Ukko-Pekka Luukkonen,0.882
2024-12-27,19:00,Away,3,W,5,2,3,Detroit Red Wings,23,25,-2,3,3,33.3,66.7,41.9,Toronto Maple Leafs,Joseph Woll,0.92
2024-12-27,19:00,Away,3,W,2,4,-2,New Jersey Devils,31,23,8,2,0,0,--,41.2,Carolina Hurricanes,Pyotr Kochetkov,0.826
2024-12-27,19:00,Home,3,L,2,5,-3,Toronto Maple Leafs,25,23,2,3,3,33.3,66.7,58.1,Detroit Red Wings,Cam Talbot,0.762
2024-12-27,19:00,Home,3,L,2,5,-3,Toronto Maple Leafs,25,23,2,3,3,33.3,66.7,58.1,Detroit Red Wings,Alex Lyon,1.0
2024-12-27,20:00,Home,3,L,2,3,-1,Minnesota Wild,29,18,11,3,1,0,100,48.2,Dallas Stars,Jake Oettinger,0.833
2024-12-27,22:30,Home,3,L,3,6,-3,Vegas Golden Knights,25,36,-11,3,2,0,100,53.5,San Jose Sharks,Alexandar Georgiev,0.857
2024-12-27,19:00,Home,3,L,6,2,4,Boston Bruins,33,26,7,3,2,100,100,44.4,Columbus Blue Jackets,Elvis Merzlikins,0.923
2024-12-27,20:00,Away,3,W,3,2,1,Dallas Stars,18,29,-11,1,3,0,100,51.9,Minnesota Wild,Filip Gustavsson,0.931
2024-12-27,22:30,Away,3,L,6,3,3,San Jose Sharks,36,25,11,2,3,0,100,46.6,Vegas Golden Knights,Adin Hill,0.88
2024-12-27,21:30,Home,3,L,1,4,-3,Colorado Avalanche,35,37,-2,3,2,33.3,100,51.5,Utah Hockey Club,Karel Vejmelka,0.943
2024-12-27,21:30,Away,4,L,4,1,3,Utah Hockey Club,37,35,2,2,3,0,66.7,48.5,Colorado Avalanche,Mackenzie Blackwood,0.971
2024-12-27,20:00,Home,3,L,7,4,3,Nashville Predators,30,30,0,4,4,25,50,52.4,St. Louis Blues,Joel Hofer,0.867
2024-12-28,13:00,Home,4,W,0,4,-4,Montreal Canadiens,34,25,9,1,1,0,100,60.4,Florida Panthers,Spencer Knight,0.84
2024-12-28,19:30,Home,4,W,6,3,3,Pittsburgh Penguins,34,25,9,2,4,0,75,54.8,New York Islanders,Ilya Sorokin,0.88
2024-12-28,19:30,Away,4,W,3,6,-3,New York Islanders,25,34,-9,4,2,25,100,45.2,Pittsburgh Penguins,Tristan Jarry,0.879
2024-12-28,16:00,Away,4,L,3,1,2,Anaheim Ducks,25,33,-8,5,4,0,100,55.4,Philadelphia Flyers,Samuel Ersson,0.97
2024-12-28,19:00,Away,4,L,2,4,-2,Winnipeg Jets,35,23,12,4,3,50,66.7,60.9,Ottawa Senators,Mads Sogaard,0.826
2024-12-28,19:00,Home,0,W,4,0,4,Columbus Blue Jackets,28,18,10,2,3,0,100,51.1,Boston Bruins,Jeremy Swayman,1.0
2024-12-28,13:00,Away,4,L,4,0,4,Florida Panthers,25,34,-9,1,1,0,100,39.6,Montreal Canadiens,Jakub Dobes,1.0
2024-12-28,19:00,Home,0,W,2,5,-3,Washington Capitals,37,32,5,2,1,0,0,52.7,Toronto Maple Leafs,Matt Murray,0.871
2024-12-28,19:00,Away,0,W,2,5,-3,Carolina Hurricanes,23,41,-18,2,4,0,75,39.0,New Jersey Devils,Jake Allen,0.9
2024-12-28,19:00,Home,0,W,5,2,3,New Jersey Devils,41,23,18,4,2,25,100,61.0,Carolina Hurricanes,Dustin Tokarski,0.913
2024-12-28,19:00,Away,4,L,2,6,-4,Tampa Bay Lightning,44,25,19,4,5,0,60,52.0,New York Rangers,Jonathan Quick,0.917
2024-12-28,19:00,Away,4,L,2,6,-4,Tampa Bay Lightning,44,25,19,4,5,0,60,52.0,New York Rangers,Igor Shesterkin,0.615
2024-12-28,19:00,Home,4,L,6,2,4,New York Rangers,25,44,-19,5,4,40,100,48.1,Tampa Bay Lightning,Andrei Vasilevskiy,0.955
2024-12-28,16:00,Away,4,L,3,4,-1,Los Angeles Kings,27,29,-2,2,1,50,100,45.9,Edmonton Oilers,Stuart Skinner,0.862
2024-12-28,22:00,Away,4,L,3,1,2,San Jose Sharks,33,22,11,3,2,33.3,50,47.3,Calgary Flames,Dustin Wolf,0.955
2024-12-28,16:00,Away,4,L,5,4,1,Vancouver Canucks,29,22,7,3,2,0,50,46.9,Seattle Kraken,Philipp Grubauer,0.818
2024-12-28,16:00,Home,4,W,4,5,-1,Seattle Kraken,22,29,-7,2,3,50,100,53.1,Vancouver Canucks,Thatcher Demko,0.828
2024-12-28,19:00,Away,4,W,5,2,3,Toronto Maple Leafs,32,37,-5,1,2,100,100,47.3,Washington Capitals,Logan Thompson,0.946
2024-12-28,16:00,Home,4,W,4,3,1,Edmonton Oilers,29,27,2,1,2,0,50,54.1,Los Angeles Kings,Darcy Kuemper,0.889
2024-12-28,22:00,Home,0,L,1,3,-2,Calgary Flames,22,33,-11,2,3,50,66.7,52.7,San Jose Sharks,Yaroslav Askarov,0.938
2024-12-28,19:00,Home,4,L,4,2,2,Ottawa Senators,23,35,-12,3,4,33.3,50,39.1,Winnipeg Jets,Connor Hellebuyck,0.943
2024-12-28,16:00,Home,4,L,1,3,-2,Philadelphia Flyers,33,25,8,4,5,0,100,44.6,Anaheim Ducks,Lukas Dostal,0.917
2024-12-28,19:00,Away,0,L,0,4,-4,Boston Bruins,18,28,-10,3,2,0,100,48.9,Columbus Blue Jackets,Daniil Tarasov,0.857
2024-12-29,17:00,Home,0,L,2,5,-3,Montreal Canadiens,23,37,-14,3,2,0,100,46.9,Tampa Bay Lightning,Jonas Johansson,0.889
2024-12-29,20:30,Home,1,L,1,5,-4,Dallas Stars,25,35,-10,4,7,25,85.7,41.5,Chicago Blackhawks,Arvid Soderblom,0.857
2024-12-29,17:30,Away,0,W,2,3,-1,Pittsburgh Penguins,31,41,-10,2,2,0,0,50.8,New York Islanders,Marcus Hogberg,0.927
2024-12-29,21:00,Away,0,W,4,5,-1,Los Angeles Kings,21,20,1,1,1,0,0,50.0,Philadelphia Flyers,Aleksei Kolosov,0.75
2024-12-29,17:30,Home,0,L,3,2,1,New York Islanders,41,31,10,2,2,100,100,49.3,Pittsburgh Penguins,Alex Nedeljkovic,0.935
2024-12-29,15:00,Away,1,W,4,2,2,St. Louis Blues,16,37,-21,3,4,66.7,100,40.0,Buffalo Sabres,Ukko-Pekka Luukkonen,0.946
2024-12-29,20:00,Away,0,W,3,1,2,Minnesota Wild,37,31,6,2,2,50,100,49.2,Ottawa Senators,Leevi Meriläinen,0.968
2024-12-29,17:00,Away,0,W,2,4,-2,Detroit Red Wings,27,27,0,3,4,0,75,47.2,Washington Capitals,Charlie Lindgren,0.852
2024-12-29,17:00,Away,0,W,5,2,3,Tampa Bay Lightning,37,23,14,2,3,0,100,53.1,Montreal Canadiens,Sam Montembeault,0.913
2024-12-29,17:00,Home,1,W,4,2,2,Washington Capitals,27,27,0,4,3,25,100,52.8,Detroit Red Wings,Alex Lyon,0.926
2024-12-29,20:00,Away,0,W,0,3,-3,Vegas Golden Knights,31,37,-6,4,4,0,75,50.8,Calgary Flames,Dan Vladar,0.944
2024-12-29,16:00,Home,0,W,5,3,2,Edmonton Oilers,32,23,9,5,3,0,33.3,60.0,Anaheim Ducks,Lukas Dostal,0.87
2024-12-29,20:30,Away,1,W,5,1,4,Chicago Blackhawks,35,25,10,7,4,14.3,75,58.5,Dallas Stars,Jake Oettinger,0.96
2024-12-29,21:00,Home,0,L,5,4,1,Philadelphia Flyers,20,21,-1,1,1,100,100,50.0,Los Angeles Kings,David Rittich,0.81
2024-12-29,20:00,Home,1,L,1,3,-2,Ottawa Senators,31,37,-6,2,2,0,50,50.8,Minnesota Wild,Filip Gustavsson,0.944
2024-12-29,20:00,Home,1,L,3,0,3,Calgary Flames,37,31,6,4,4,25,100,49.2,Vegas Golden Knights,Ilya Samsonov,1.0
2024-12-29,15:00,Home,1,W,2,4,-2,Buffalo Sabres,37,16,21,4,3,0,33.3,60.0,St. Louis Blues,Jordan Binnington,0.75
2024-12-29,16:00,Away,0,W,3,5,-2,Anaheim Ducks,23,32,-9,3,5,66.7,100,40.0,Edmonton Oilers,Calvin Pickard,0.871
2024-12-30,19:30,Away,2,W,0,3,-3,Winnipeg Jets,22,28,-6,2,5,0,60,44.4,Nashville Predators,Juuse Saros,0.893
2024-12-30,19:00,Home,1,L,5,3,2,New York Rangers,26,35,-9,4,5,0,80,54.9,Florida Panthers,Sergei Bobrovsky,0.914
2024-12-30,19:00,Away,1,L,3,5,-2,Florida Panthers,35,26,9,5,4,20,100,45.1,New York Rangers,Igor Shesterkin,0.84
2024-12-30,19:30,Home,1,L,3,0,3,Nashville Predators,28,22,6,5,2,40,100,55.6,Winnipeg Jets,Connor Hellebuyck,1.0
2024-12-30,20:00,Away,2,W,2,5,-3,Seattle Kraken,30,33,-3,1,2,100,100,49.2,Utah Hockey Club,Karel Vejmelka,0.875
2024-12-30,20:00,Home,1,W,5,2,3,Utah Hockey Club,33,30,3,2,1,0,0,50.9,Seattle Kraken,Philipp Grubauer,0.933
2024-12-31,17:00,Home,1,W,2,6,-4,St. Louis Blues,30,28,2,4,3,50,33.3,47.3,Chicago Blackhawks,Petr Mrazek,0.786
2024-12-31,20:00,Away,2,L,2,3,-1,Anaheim Ducks,34,26,8,2,3,0,100,54.4,New Jersey Devils,Jacob Markstrom,0.885
2024-12-31,13:00,Away,1,L,1,3,-2,Toronto Maple Leafs,31,25,6,1,4,0,75,53.7,New York Islanders,Ilya Sorokin,0.917
2024-12-31,20:00,Away,1,W,4,0,4,San Jose Sharks,34,22,12,3,1,33.3,100,46.2,Philadelphia Flyers,Samuel Ersson,1.0
2024-12-31,20:00,Away,1,W,4,0,4,San Jose Sharks,34,22,12,3,1,33.3,100,46.2,Philadelphia Flyers,Aleksei Kolosov,1.0
2024-12-31,20:00,Away,1,W,2,4,-2,Detroit Red Wings,25,25,0,3,3,33.3,33.3,43.8,Pittsburgh Penguins,Alex Nedeljkovic,0.875
2024-12-31,12:30,Away,2,L,1,3,-2,Washington Capitals,27,27,0,2,2,0,50,52.4,Boston Bruins,Jeremy Swayman,0.923
2024-12-31,20:00,Away,1,W,2,4,-2,Dallas Stars,23,33,-10,0,1,--,100,26.5,Buffalo Sabres,Ukko-Pekka Luukkonen,0.906
2024-12-31,15:00,Away,1,L,3,2,1,Vegas Golden Knights,22,29,-7,0,1,--,100,58.5,Montreal Canadiens,Sam Montembeault,0.931
2024-12-31,13:00,Home,2,W,3,1,2,New York Islanders,25,31,-6,4,1,25,100,46.3,Toronto Maple Leafs,Joseph Woll,0.968
2024-12-31,20:00,Away,2,L,3,3,0,Columbus Blue Jackets,35,28,7,4,3,25,66.7,41.1,Carolina Hurricanes,Pyotr Kochetkov,0.893
2024-12-31,20:00,Away,0,L,3,5,-2,Minnesota Wild,46,38,8,1,6,0,50,43.8,Nashville Predators,Justus Annunen,0.868
