date,time,venue,rest days,result,gf/gp,ga/gp,net goals,opponent,shots for,shots against,shot diff,pp opp/gp,ts/gp,pp%,pk%,fow%,team,goalie,sv%
2024-12-06,22:00,Away,2,L,5,1,4,Anaheim Ducks,33,27,6,3,2,33.3,100,58.2,Minnesota Wild,Filip Gustavsson,0.963
2024-12-06,19:00,Away,0,W,2,3,-1,New Jersey Devils,19,36,-17,2,2,50,100,51.0,Seattle Kraken,Philipp Grubauer,0.917
2024-12-06,22:00,Away,1,W,2,3,-1,Vegas Golden Knights,40,28,12,2,6,0,66.7,50.0,Dallas Stars,Jake Oettinger,0.893
2024-12-06,22:00,Home,1,W,3,2,1,Dallas Stars,28,40,-12,6,2,33.3,100,50.0,Vegas Golden Knights,Adin Hill,0.95
2024-12-07,13:00,Home,1,W,2,5,-3,Utah Hockey Club,25,28,-3,3,0,0,--,60.0,Buffalo Sabres,Ukko-Pekka Luukkonen,0.821
2024-12-07,17:00,Away,1,W,3,4,-1,New York Islanders,31,25,6,3,2,66.7,100,55.2,Carolina Hurricanes,Pyotr Kochetkov,0.84
2024-12-07,19:00,Away,0,L,2,5,-3,Pittsburgh Penguins,27,29,-2,3,5,33.3,60,35.3,Toronto Maple Leafs,Joseph Woll,0.889
2024-12-07,19:00,Home,1,L,3,1,2,Nashville Predators,30,37,-7,3,1,0,100,56.2,Ottawa Senators,Linus Ullmark,0.973
2024-12-07,19:00,Home,1,W,2,4,-2,Washington Capitals,24,35,-11,2,3,0,66.7,49.0,Montreal Canadiens,Sam Montembeault,0.886
2024-12-07,13:00,Home,2,L,4,3,1,Philadelphia Flyers,31,26,5,6,2,16.7,50,48.5,Boston Bruins,Jeremy Swayman,0.885
2024-12-07,19:00,Home,0,L,5,2,3,Toronto Maple Leafs,29,27,2,5,3,40,66.7,64.7,Pittsburgh Penguins,Tristan Jarry,0.926
2024-12-07,17:00,Home,1,L,4,3,1,Carolina Hurricanes,25,31,-6,2,3,0,33.3,44.8,New York Islanders,Ilya Sorokin,0.903
2024-12-07,19:00,Away,0,L,4,2,2,Montreal Canadiens,35,24,11,3,2,33.3,100,51.0,Washington Capitals,Logan Thompson,0.917
2024-12-07,18:00,Home,1,W,3,1,2,San Jose Sharks,54,29,25,5,7,20,85.7,50.8,Florida Panthers,Sergei Bobrovsky,0.966
2024-12-07,13:00,Away,1,L,3,4,-1,Boston Bruins,26,31,-5,2,6,50,83.3,51.5,Philadelphia Flyers,Aleksei Kolosov,0.871
2024-12-07,16:00,Home,2,L,2,4,-2,Winnipeg Jets,14,29,-15,1,2,100,100,52.3,Chicago Blackhawks,Petr Mrazek,1.0
2024-12-07,16:00,Home,2,L,2,4,-2,Winnipeg Jets,14,29,-15,1,2,100,100,52.3,Chicago Blackhawks,Arvid Soderblom,0.875
2024-12-07,22:00,Home,1,L,4,2,2,St. Louis Blues,21,31,-10,1,2,100,50,56.9,Edmonton Oilers,Stuart Skinner,0.935
2024-12-07,13:00,Away,4,W,5,2,3,Buffalo Sabres,28,25,3,0,3,--,100,40.0,Utah Hockey Club,Karel Vejmelka,0.92
2024-12-07,20:00,Away,0,L,1,4,-3,Los Angeles Kings,23,34,-11,2,2,0,50,44.0,Minnesota Wild,Marc-Andre Fleury,0.938
2024-12-07,18:00,Away,1,W,1,3,-2,Florida Panthers,29,54,-25,7,5,14.3,80,49.3,San Jose Sharks,Mackenzie Blackwood,0.944
2024-12-07,16:00,Away,1,W,4,2,2,Chicago Blackhawks,29,14,15,2,1,0,0,47.7,Winnipeg Jets,Connor Hellebuyck,0.857
2024-12-07,19:00,Away,1,L,2,1,1,Detroit Red Wings,25,30,-5,1,1,100,100,37.3,Colorado Avalanche,Alexandar Georgiev,0.967
2024-12-07,22:00,Away,1,W,2,4,-2,Edmonton Oilers,31,21,10,2,1,50,0,43.1,St. Louis Blues,Jordan Binnington,0.81
2024-12-07,19:00,Away,1,W,1,3,-2,Ottawa Senators,37,30,7,1,3,0,100,43.8,Nashville Predators,Juuse Saros,0.9
2024-12-07,19:00,Home,1,L,1,2,-1,Colorado Avalanche,30,25,5,1,1,0,0,62.7,Detroit Red Wings,Ville Husso,0.92
2024-12-07,20:00,Home,2,L,4,1,3,Minnesota Wild,34,23,11,2,2,50,100,56.0,Los Angeles Kings,Darcy Kuemper,0.957
2024-12-08,16:00,Away,2,L,4,2,2,Vancouver Canucks,33,25,8,4,3,50,100,45.5,Tampa Bay Lightning,Andrei Vasilevskiy,0.92
2024-12-08,20:00,Away,2,L,2,6,-4,Dallas Stars,31,28,3,3,4,0,100,47.5,Calgary Flames,Dustin Wolf,0.786
2024-12-08,19:00,Home,1,L,0,4,-4,Colorado Avalanche,25,24,1,3,2,0,100,44.4,New Jersey Devils,Jake Allen,0.87
2024-12-08,17:00,Away,0,L,4,2,2,Ottawa Senators,13,31,-18,2,3,100,66.7,37.3,New York Islanders,Ilya Sorokin,0.935
2024-12-08,19:30,Home,0,W,2,4,-2,Utah Hockey Club,24,25,-1,2,3,0,66.7,58.2,Philadelphia Flyers,Samuel Ersson,0.84
2024-12-08,17:00,Home,0,W,2,4,-2,New York Islanders,31,13,18,3,2,33.3,0,62.8,Ottawa Senators,Anton Forsberg,0.75
2024-12-08,13:00,Home,1,L,5,7,-2,Seattle Kraken,37,22,15,2,2,50,50,62.5,New York Rangers,Jonathan Quick,0.714
2024-12-08,13:00,Away,1,W,7,5,2,New York Rangers,22,37,-15,2,2,50,50,37.5,Seattle Kraken,Philipp Grubauer,0.865
2024-12-08,20:00,Home,1,W,6,2,4,Calgary Flames,28,31,-3,4,3,0,100,52.5,Dallas Stars,Jake Oettinger,0.935
2024-12-08,18:00,Away,1,L,4,1,3,Winnipeg Jets,28,25,3,2,4,50,75,32.6,Columbus Blue Jackets,Elvis Merzlikins,0.96
2024-12-08,18:00,Home,0,L,1,4,-3,Columbus Blue Jackets,25,28,-3,4,2,25,50,67.4,Winnipeg Jets,Eric Comrie,0.889
2024-12-08,19:30,Away,0,W,4,2,2,Philadelphia Flyers,25,24,1,3,2,33.3,100,41.8,Utah Hockey Club,Jaxson Stauber,0.917
2024-12-08,16:00,Home,1,W,2,4,-2,Tampa Bay Lightning,25,33,-8,3,4,0,50,54.6,Vancouver Canucks,Kevin Lankinen,0.906
2024-12-08,19:00,Away,0,W,4,0,4,New Jersey Devils,24,25,-1,2,3,0,100,55.6,Colorado Avalanche,Scott Wedgewood,1.0
2024-12-09,19:30,Home,1,L,2,2,0,Anaheim Ducks,21,29,-8,2,3,50,66.7,50.0,Montreal Canadiens,Sam Montembeault,0.931
2024-12-09,19:00,Home,0,W,1,2,-1,Chicago Blackhawks,30,32,-2,2,2,0,100,62.9,New York Rangers,Igor Shesterkin,0.938
2024-12-09,19:00,Home,1,W,5,5,0,Detroit Red Wings,21,31,-10,2,3,0,100,44.4,Buffalo Sabres,James Reimer,0.839
2024-12-09,19:00,Away,1,L,5,5,0,Buffalo Sabres,31,21,10,3,2,0,100,55.6,Detroit Red Wings,Ville Husso,0.571
2024-12-09,19:00,Away,1,L,5,5,0,Buffalo Sabres,31,21,10,3,2,0,100,55.6,Detroit Red Wings,Sebastian Cossa,0.857
2024-12-09,19:30,Away,2,L,2,2,0,Montreal Canadiens,29,21,8,3,2,33.3,50,50.0,Anaheim Ducks,Lukas Dostal,0.905
2024-12-09,19:00,Away,1,L,2,1,1,New York Rangers,32,30,2,2,2,0,100,37.1,Chicago Blackhawks,Arvid Soderblom,0.967
2024-12-10,22:00,Away,2,L,4,3,1,Vancouver Canucks,25,25,0,2,3,50,66.7,54.7,St. Louis Blues,Joel Hofer,0.88
2024-12-10,19:00,Home,1,W,1,2,-1,Toronto Maple Leafs,39,17,22,4,3,0,100,50.9,New Jersey Devils,Jacob Markstrom,0.882
2024-12-10,19:30,Home,1,L,1,3,-2,Los Angeles Kings,20,30,-10,3,1,0,100,47.4,New York Islanders,Ilya Sorokin,0.931
2024-12-10,19:00,Home,2,W,2,6,-4,Colorado Avalanche,27,27,0,4,3,0,100,61.8,Pittsburgh Penguins,Tristan Jarry,0.808
2024-12-10,20:00,Away,2,L,1,8,-7,Winnipeg Jets,24,35,-11,2,6,50,50,52.2,Boston Bruins,Jeremy Swayman,0.771
2024-12-10,19:00,Away,2,L,2,1,1,New Jersey Devils,17,39,-22,3,4,0,100,49.2,Toronto Maple Leafs,Anthony Stolarz,0.974
2024-12-10,19:00,Home,2,L,3,2,1,San Jose Sharks,28,23,5,4,3,0,100,44.2,Carolina Hurricanes,Pyotr Kochetkov,0.913
2024-12-10,22:00,Away,2,W,1,1,0,Seattle Kraken,33,18,15,2,3,0,100,50.0,Florida Panthers,Sergei Bobrovsky,0.944
2024-12-10,21:00,Away,1,L,1,2,-1,Edmonton Oilers,22,25,-3,2,2,0,100,51.7,Tampa Bay Lightning,Andrei Vasilevskiy,0.96
2024-12-10,20:00,Home,2,W,3,4,-1,Calgary Flames,20,28,-8,2,2,0,50,56.6,Nashville Predators,Juuse Saros,0.857
2024-12-10,19:00,Away,1,L,5,3,2,Columbus Blue Jackets,25,18,7,3,2,33.3,50,35.6,Philadelphia Flyers,Samuel Ersson,0.833
2024-12-10,20:00,Away,1,L,4,3,1,Nashville Predators,28,20,8,2,2,50,100,43.4,Calgary Flames,Dan Vladar,0.85
2024-12-10,19:00,Away,1,L,6,2,4,Pittsburgh Penguins,27,27,0,3,4,0,100,38.2,Colorado Avalanche,Scott Wedgewood,0.926
2024-12-10,21:00,Home,2,W,2,1,1,Tampa Bay Lightning,25,22,3,2,2,0,100,48.3,Edmonton Oilers,Stuart Skinner,0.955
2024-12-10,22:00,Home,1,L,3,4,-1,St. Louis Blues,25,25,0,3,2,33.3,50,45.3,Vancouver Canucks,Thatcher Demko,0.84
2024-12-10,19:30,Away,2,L,3,1,2,New York Islanders,30,20,10,1,3,0,100,52.6,Los Angeles Kings,Darcy Kuemper,0.95
2024-12-10,19:00,Away,2,W,2,3,-1,Carolina Hurricanes,23,28,-5,3,4,0,100,55.8,San Jose Sharks,Vitek Vanecek,0.893
2024-12-10,19:00,Home,1,W,3,5,-2,Philadelphia Flyers,18,25,-7,2,3,50,66.7,64.4,Columbus Blue Jackets,Elvis Merzlikins,0.8
2024-12-10,20:00,Home,1,W,8,1,7,Boston Bruins,35,24,11,6,2,50,50,47.8,Winnipeg Jets,Connor Hellebuyck,0.958
2024-12-10,22:00,Home,1,L,1,1,0,Florida Panthers,18,33,-15,3,2,0,100,50.0,Seattle Kraken,Joey Daccord,0.97
2024-12-10,21:30,Home,1,W,4,4,0,Minnesota Wild,25,38,-13,3,2,66.7,100,53.0,Utah Hockey Club,Karel Vejmelka,0.895
2024-12-10,21:30,Away,2,L,4,4,0,Utah Hockey Club,38,25,13,2,3,0,33.3,47.0,Minnesota Wild,Filip Gustavsson,0.84
2024-12-11,19:00,Away,1,L,3,2,1,Buffalo Sabres,28,31,-3,4,2,25,100,53.6,New York Rangers,Igor Shesterkin,0.935
2024-12-11,19:00,Home,1,W,2,3,-1,New York Rangers,31,28,3,2,4,0,75,46.4,Buffalo Sabres,Ukko-Pekka Luukkonen,0.926
2024-12-11,19:30,Home,2,L,5,1,4,Anaheim Ducks,34,32,2,5,5,60,100,64.8,Ottawa Senators,Linus Ullmark,0.969
2024-12-11,19:30,Away,1,L,1,5,-4,Ottawa Senators,32,34,-2,5,5,0,40,35.2,Anaheim Ducks,John Gibson,0.853
2024-12-12,20:00,Home,1,W,3,4,-1,San Jose Sharks,20,31,-11,2,2,0,50,50.0,St. Louis Blues,Jordan Binnington,0.871
2024-12-12,19:00,Home,1,W,3,1,2,Los Angeles Kings,26,14,12,1,1,0,100,44.0,New Jersey Devils,Jacob Markstrom,0.929
2024-12-12,19:30,Home,1,L,5,4,1,Chicago Blackhawks,21,30,-9,3,2,0,50,72.7,New York Islanders,Ilya Sorokin,0.867
2024-12-12,19:00,Home,1,W,4,1,3,Detroit Red Wings,36,26,10,1,1,0,100,63.0,Philadelphia Flyers,Aleksei Kolosov,0.962
2024-12-12,19:00,Away,1,L,9,2,7,Montreal Canadiens,33,23,10,3,4,66.7,100,51.0,Pittsburgh Penguins,Tristan Jarry,0.913
2024-12-12,22:00,Away,1,W,1,5,-4,Seattle Kraken,34,21,13,1,3,0,66.7,56.8,Boston Bruins,Joonas Korpisalo,0.8
2024-12-12,19:00,Home,2,L,2,9,-7,Pittsburgh Penguins,23,33,-10,4,3,0,33.3,49.0,Montreal Canadiens,Sam Montembeault,0.769
2024-12-12,19:00,Home,2,L,2,9,-7,Pittsburgh Penguins,23,33,-10,4,3,0,33.3,49.0,Montreal Canadiens,Cayden Primeau,0.571
2024-12-12,19:00,Home,1,W,3,2,1,Anaheim Ducks,33,28,5,2,1,0,0,57.6,Toronto Maple Leafs,Anthony Stolarz,0.875
2024-12-12,19:00,Home,1,W,3,2,1,Anaheim Ducks,33,28,5,2,1,0,0,57.6,Toronto Maple Leafs,Joseph Woll,0.95
2024-12-12,22:00,Away,1,L,0,4,-4,Vancouver Canucks,27,19,8,2,1,0,0,43.9,Florida Panthers,Sergei Bobrovsky,0.789
2024-12-12,21:00,Away,1,W,8,3,5,Calgary Flames,26,22,4,3,0,100,--,62.5,Tampa Bay Lightning,Andrei Vasilevskiy,0.864
2024-12-12,19:00,Away,4,W,2,1,1,Columbus Blue Jackets,37,33,4,1,5,0,80,61.3,Washington Capitals,Charlie Lindgren,0.97
2024-12-12,19:30,Away,2,L,4,5,-1,New York Islanders,30,21,9,2,3,50,100,27.3,Chicago Blackhawks,Drew Commesso,1.0
2024-12-12,19:30,Away,2,L,4,5,-1,New York Islanders,30,21,9,2,3,50,100,27.3,Chicago Blackhawks,Arvid Soderblom,0.737
2024-12-12,19:00,Away,2,L,1,4,-3,Philadelphia Flyers,26,36,-10,1,1,0,100,37.0,Detroit Red Wings,Cam Talbot,0.941
2024-12-12,20:00,Away,1,L,4,1,3,Dallas Stars,26,36,-10,1,1,0,100,38.6,Nashville Predators,Justus Annunen,0.972
2024-12-12,21:00,Home,1,W,1,4,-3,Utah Hockey Club,24,23,1,3,2,0,50,56.6,Colorado Avalanche,Scott Wedgewood,0.864
2024-12-12,20:30,Away,1,L,7,1,6,Minnesota Wild,35,30,5,4,3,50,66.7,56.0,Edmonton Oilers,Calvin Pickard,0.967
2024-12-12,22:00,Home,1,L,4,0,4,Florida Panthers,19,27,-8,1,2,100,100,56.1,Vancouver Canucks,Kevin Lankinen,1.0
2024-12-12,19:00,Away,0,L,2,3,-1,Toronto Maple Leafs,28,33,-5,1,2,100,100,42.4,Anaheim Ducks,Lukas Dostal,0.909
2024-12-12,20:00,Home,3,W,1,4,-3,Nashville Predators,36,26,10,1,1,0,100,61.4,Dallas Stars,Jake Oettinger,0.88
2024-12-12,19:00,Away,1,W,1,3,-2,New Jersey Devils,14,26,-12,1,1,0,100,56.0,Los Angeles Kings,David Rittich,0.885
2024-12-12,20:00,Away,1,W,4,3,1,St. Louis Blues,31,20,11,2,2,50,100,50.0,San Jose Sharks,Alexandar Georgiev,0.85
2024-12-12,19:00,Home,1,L,1,2,-1,Washington Capitals,33,37,-4,5,1,20,100,38.7,Columbus Blue Jackets,Jet Greaves,0.946
2024-12-12,20:30,Home,1,L,1,7,-6,Edmonton Oilers,30,35,-5,3,4,33.3,50,44.0,Minnesota Wild,Marc-Andre Fleury,0.778
2024-12-12,20:30,Home,1,L,1,7,-6,Edmonton Oilers,30,35,-5,3,4,33.3,50,44.0,Minnesota Wild,Filip Gustavsson,0.808
2024-12-12,20:00,Home,1,L,2,3,-1,Vegas Golden Knights,20,36,-16,1,4,0,75,46.0,Winnipeg Jets,Connor Hellebuyck,0.917
2024-12-12,20:00,Away,4,L,3,2,1,Winnipeg Jets,36,20,16,4,1,25,100,54.0,Vegas Golden Knights,Adin Hill,0.9
2024-12-12,22:00,Home,1,L,5,1,4,Boston Bruins,21,34,-13,3,1,33.3,100,43.2,Seattle Kraken,Philipp Grubauer,0.971
2024-12-12,21:00,Away,1,L,4,1,3,Colorado Avalanche,23,24,-1,2,3,50,100,43.4,Utah Hockey Club,Karel Vejmelka,0.958
2024-12-12,21:00,Home,1,W,3,8,-5,Tampa Bay Lightning,22,26,-4,0,3,--,0,37.5,Calgary Flames,Dan Vladar,0.692
2024-12-13,19:00,Away,1,L,3,0,3,Carolina Hurricanes,22,32,-10,2,2,0,100,55.1,Ottawa Senators,Linus Ullmark,1.0
2024-12-13,19:00,Home,2,W,0,3,-3,Ottawa Senators,32,22,10,2,2,0,100,44.9,Carolina Hurricanes,Pyotr Kochetkov,0.905
2024-12-14,13:00,Home,2,L,1,5,-4,Los Angeles Kings,32,32,0,3,3,0,100,62.8,New York Rangers,Jonathan Quick,1.0
2024-12-14,13:00,Home,2,L,1,5,-4,Los Angeles Kings,32,32,0,3,3,0,100,62.8,New York Rangers,Igor Shesterkin,0.762
2024-12-14,22:00,Away,1,W,0,3,-3,Calgary Flames,32,27,5,3,2,0,100,62.3,Florida Panthers,Spencer Knight,0.889
2024-12-14,19:00,Home,1,W,4,2,2,Buffalo Sabres,31,21,10,3,2,66.7,100,45.6,Washington Capitals,Logan Thompson,0.905
2024-12-14,21:00,Away,1,L,2,5,-3,Colorado Avalanche,39,33,6,1,2,0,100,58.7,Nashville Predators,Juuse Saros,0.903
2024-12-14,13:00,Away,1,W,1,4,-3,New Jersey Devils,17,24,-7,3,3,0,100,34.0,Chicago Blackhawks,Drew Commesso,0.833
2024-12-14,19:00,Home,0,W,3,2,1,Pittsburgh Penguins,31,27,4,2,0,0,--,46.0,Ottawa Senators,Linus Ullmark,0.926
2024-12-14,19:00,Away,1,W,2,4,-2,Detroit Red Wings,25,26,-1,2,3,50,100,48.9,Toronto Maple Leafs,Joseph Woll,0.88
2024-12-14,13:00,Home,1,W,4,1,3,Chicago Blackhawks,24,17,7,3,3,0,100,66.0,New Jersey Devils,Jacob Markstrom,0.941
2024-12-14,19:00,Away,1,L,2,4,-2,Winnipeg Jets,28,27,1,4,6,0,66.7,50.0,Montreal Canadiens,Sam Montembeault,0.885
2024-12-14,19:00,Away,2,L,2,4,-2,Washington Capitals,21,31,-10,2,3,0,33.3,54.4,Buffalo Sabres,Ukko-Pekka Luukkonen,0.9
2024-12-14,22:00,Away,1,L,5,1,4,Vancouver Canucks,28,20,8,4,2,25,100,49.2,Boston Bruins,Jeremy Swayman,0.95
2024-12-14,19:00,Away,1,L,2,3,-1,Ottawa Senators,27,31,-4,0,2,--,100,54.0,Pittsburgh Penguins,Tristan Jarry,0.903
2024-12-14,14:00,Away,1,L,1,4,-3,Minnesota Wild,22,22,0,3,1,0,100,56.7,Philadelphia Flyers,Samuel Ersson,0.857
2024-12-14,19:00,Home,1,W,4,2,2,Toronto Maple Leafs,26,25,1,3,2,0,50,51.1,Detroit Red Wings,Ville Husso,0.92
2024-12-14,22:00,Away,1,L,5,1,4,Seattle Kraken,31,22,9,3,2,33.3,50,47.4,Tampa Bay Lightning,Jonas Johansson,0.955
2024-12-14,20:00,Away,1,L,1,2,-1,Dallas Stars,16,37,-21,2,4,0,75,37.7,St. Louis Blues,Jordan Binnington,0.946
2024-12-14,22:00,Home,1,L,1,5,-4,Tampa Bay Lightning,22,31,-9,2,3,50,66.7,52.6,Seattle Kraken,Philipp Grubauer,0.867
2024-12-14,22:00,Away,1,L,4,3,1,San Jose Sharks,40,22,18,6,3,33.3,66.7,51.6,Utah Hockey Club,Karel Vejmelka,0.864
2024-12-14,19:00,Home,1,L,4,2,2,Montreal Canadiens,27,28,-1,6,4,33.3,100,50.0,Winnipeg Jets,Connor Hellebuyck,0.929
2024-12-14,14:00,Home,1,W,4,1,3,Philadelphia Flyers,22,22,0,1,3,0,100,43.3,Minnesota Wild,Marc-Andre Fleury,0.955
2024-12-14,19:00,Home,1,W,3,4,-1,Anaheim Ducks,42,27,15,2,1,50,100,50.0,Columbus Blue Jackets,Jet Greaves,0.852
2024-12-14,22:00,Home,1,W,3,4,-1,Utah Hockey Club,22,40,-18,3,6,33.3,66.7,48.4,San Jose Sharks,Vitek Vanecek,0.9
2024-12-14,22:00,Home,1,W,3,0,3,Florida Panthers,27,32,-5,2,3,0,100,37.7,Calgary Flames,Dustin Wolf,1.0
2024-12-14,20:00,Home,1,L,2,1,1,St. Louis Blues,37,16,21,4,2,25,100,62.3,Dallas Stars,Jake Oettinger,0.938
2024-12-14,13:00,Away,1,L,5,1,4,New York Rangers,32,32,0,3,3,0,100,37.3,Los Angeles Kings,Darcy Kuemper,0.969
2024-12-14,21:00,Home,1,W,5,2,3,Nashville Predators,33,39,-6,2,1,0,100,41.3,Colorado Avalanche,Mackenzie Blackwood,0.949
2024-12-14,16:00,Away,1,L,3,6,-3,Edmonton Oilers,42,34,8,1,2,0,50,57.6,Vegas Golden Knights,Adin Hill,0.824
2024-12-14,22:00,Home,1,L,1,5,-4,Boston Bruins,20,28,-8,2,4,0,75,50.8,Vancouver Canucks,Thatcher Demko,0.821
2024-12-14,19:00,Away,1,L,4,3,1,Columbus Blue Jackets,27,42,-15,1,2,0,50,50.0,Anaheim Ducks,John Gibson,0.929
2024-12-14,16:00,Home,1,W,6,3,3,Vegas Golden Knights,34,42,-8,2,1,50,100,42.4,Edmonton Oilers,Stuart Skinner,0.929
2024-12-15,15:00,Away,2,W,3,5,-2,Chicago Blackhawks,33,23,10,4,2,0,50,56.0,New York Islanders,Ilya Sorokin,0.818
2024-12-15,18:00,Away,0,W,2,3,-1,St. Louis Blues,28,24,4,0,1,--,100,55.4,New York Rangers,Jonathan Quick,0.875
2024-12-15,17:00,Home,1,L,4,1,3,Columbus Blue Jackets,28,28,0,3,5,0,100,61.0,Carolina Hurricanes,Dustin Tokarski,0.964
2024-12-15,15:00,Home,0,L,5,3,2,New York Islanders,23,33,-10,2,4,50,100,44.0,Chicago Blackhawks,Arvid Soderblom,0.909
2024-12-15,18:00,Home,0,L,3,2,1,New York Rangers,24,28,-4,1,0,0,--,44.6,St. Louis Blues,Joel Hofer,0.929
2024-12-15,17:00,Away,0,W,1,4,-3,Carolina Hurricanes,28,28,0,5,3,0,100,39.0,Columbus Blue Jackets,Elvis Merzlikins,0.857
2024-12-15,18:00,Home,0,W,2,3,-1,Vegas Golden Knights,22,27,-5,1,1,0,0,45.3,Minnesota Wild,Jesper Wallstedt,0.889
2024-12-15,18:00,Away,0,L,3,2,1,Minnesota Wild,27,22,5,1,1,100,100,54.7,Vegas Golden Knights,Ilya Samsonov,0.909
2024-12-15,17:00,Away,0,W,3,5,-2,Toronto Maple Leafs,27,41,-14,2,4,50,75,43.3,Buffalo Sabres,Devon Levi,0.9
2024-12-15,17:00,Home,0,L,5,3,2,Buffalo Sabres,41,27,14,4,2,25,50,56.7,Toronto Maple Leafs,Dennis Hildeby,0.889
2024-12-16,22:30,Away,1,W,1,3,-2,Vancouver Canucks,31,25,6,4,2,0,100,49.1,Colorado Avalanche,Mackenzie Blackwood,0.917
2024-12-16,20:00,Away,1,W,1,3,-2,Dallas Stars,26,24,2,4,2,0,50,47.7,Washington Capitals,Charlie Lindgren,0.875
2024-12-16,20:30,Away,1,W,6,5,1,Edmonton Oilers,28,30,-2,4,3,25,66.7,41.5,Florida Panthers,Sergei Bobrovsky,0.833
2024-12-16,22:30,Home,1,L,3,1,2,Colorado Avalanche,25,31,-6,2,4,0,100,50.9,Vancouver Canucks,Thatcher Demko,0.968
2024-12-16,20:30,Home,1,L,5,6,-1,Florida Panthers,30,28,2,3,4,33.3,75,58.5,Edmonton Oilers,Stuart Skinner,0.786
2024-12-16,20:00,Home,1,W,3,1,2,Washington Capitals,24,26,-2,2,4,50,100,52.3,Dallas Stars,Jake Oettinger,0.962
2024-12-17,19:00,Home,2,L,5,3,2,Columbus Blue Jackets,33,32,1,2,5,50,80,54.7,Tampa Bay Lightning,Andrei Vasilevskiy,0.906
2024-12-17,20:00,Away,2,L,4,1,3,St. Louis Blues,28,20,8,3,1,33.3,100,61.5,New Jersey Devils,Jacob Markstrom,0.95
2024-12-17,19:30,Away,1,L,0,4,-4,Carolina Hurricanes,32,29,3,1,2,0,50,53.9,New York Islanders,Marcus Hogberg,1.0
2024-12-17,19:30,Away,1,L,0,4,-4,Carolina Hurricanes,32,29,3,1,2,0,50,53.9,New York Islanders,Ilya Sorokin,0.826
2024-12-17,20:00,Away,1,W,0,2,-2,Nashville Predators,25,32,-7,2,2,0,100,52.6,New York Rangers,Igor Shesterkin,0.938
2024-12-17,19:00,Home,2,W,3,2,1,Los Angeles Kings,31,31,0,3,3,0,100,45.8,Pittsburgh Penguins,Alex Nedeljkovic,0.935
2024-12-17,21:00,Away,2,L,4,3,1,Calgary Flames,35,23,12,1,0,0,--,68.0,Boston Bruins,Jeremy Swayman,0.87
2024-12-17,19:00,Away,1,L,1,6,-5,Montreal Canadiens,21,27,-6,5,6,0,50,51.8,Buffalo Sabres,James Reimer,1.0
2024-12-17,19:00,Away,1,L,1,6,-5,Montreal Canadiens,21,27,-6,5,6,0,50,51.8,Buffalo Sabres,Ukko-Pekka Luukkonen,0.714
2024-12-17,19:00,Home,2,L,6,1,5,Buffalo Sabres,27,21,6,6,5,50,100,48.2,Montreal Canadiens,Sam Montembeault,0.952
2024-12-17,22:00,Away,2,W,3,0,3,Seattle Kraken,27,30,-3,3,4,0,100,54.2,Ottawa Senators,Linus Ullmark,1.0
2024-12-17,19:30,Home,1,L,4,0,4,New York Islanders,29,32,-3,2,1,50,100,46.2,Carolina Hurricanes,Pyotr Kochetkov,1.0
2024-12-17,20:30,Home,1,L,3,2,1,Washington Capitals,23,22,1,4,3,0,100,38.6,Chicago Blackhawks,Arvid Soderblom,0.909
2024-12-17,20:00,Home,2,L,2,0,2,New York Rangers,32,25,7,2,2,0,100,47.4,Nashville Predators,Juuse Saros,1.0
2024-12-17,20:00,Home,1,W,1,4,-3,New Jersey Devils,20,28,-8,1,3,0,66.7,38.5,St. Louis Blues,Jordan Binnington,0.889
2024-12-17,21:00,Home,2,W,3,4,-1,Boston Bruins,23,35,-12,0,1,--,100,32.0,Calgary Flames,Dustin Wolf,0.886
2024-12-17,19:00,Away,2,W,2,3,-1,Pittsburgh Penguins,31,31,0,3,3,0,100,54.2,Los Angeles Kings,Darcy Kuemper,0.903
2024-12-17,22:30,Home,2,W,3,4,-1,Winnipeg Jets,35,33,2,3,2,33.3,0,40.0,San Jose Sharks,Alexandar Georgiev,0.879
2024-12-17,19:00,Away,1,W,3,5,-2,Tampa Bay Lightning,32,33,-1,5,2,20,50,45.3,Columbus Blue Jackets,Jet Greaves,0.875
2024-12-17,22:30,Away,2,W,4,3,1,San Jose Sharks,33,35,-2,2,3,100,66.7,60.0,Winnipeg Jets,Connor Hellebuyck,0.914
2024-12-17,22:00,Home,2,W,0,3,-3,Ottawa Senators,30,27,3,4,3,0,100,45.8,Seattle Kraken,Joey Daccord,0.889
2024-12-17,20:30,Away,0,L,2,3,-1,Chicago Blackhawks,22,23,-1,3,4,0,100,61.4,Washington Capitals,Logan Thompson,0.87
2024-12-18,21:30,Away,1,W,6,1,5,Minnesota Wild,33,27,6,2,2,50,50,53.5,Florida Panthers,Sergei Bobrovsky,0.963
2024-12-18,19:00,Away,3,L,4,6,-2,Detroit Red Wings,19,24,-5,1,3,0,66.7,57.5,Philadelphia Flyers,Samuel Ersson,0.783
2024-12-18,19:30,Away,2,L,5,3,2,Dallas Stars,19,39,-20,1,4,0,100,53.1,Toronto Maple Leafs,Joseph Woll,0.923
2024-12-18,19:00,Home,3,L,6,4,2,Philadelphia Flyers,24,19,5,3,1,33.3,100,42.6,Detroit Red Wings,Alex Lyon,0.789
2024-12-18,22:00,Away,1,L,2,3,-1,Utah Hockey Club,26,31,-5,3,3,33.3,66.7,57.4,Vancouver Canucks,Thatcher Demko,0.903
